,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
7778,3.0,89.66666667,0.0,0.0,15.0,2022.117778,0.011764706000000002,0.023529412000000003,11.55399716,0.0,Sep,3,2,3,1,Returning_Visitor,False,0
628,0.0,0.0,1.0,126.0,17.0,887.0666667000002,0.0125,0.0296875,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,0
2451,7.0,146.0,2.0,37.0,28.0,2054.114286,0.0,0.011877551,5.789028571,0.0,May,1,1,9,3,Returning_Visitor,False,0
3824,0.0,0.0,0.0,0.0,8.0,202.83333330000002,0.0,0.014285714,0.0,0.0,May,2,4,1,2,Returning_Visitor,False,0
11057,2.0,82.0,0.0,0.0,9.0,587.25,0.01,0.041666667000000004,0.0,0.0,Dec,3,2,1,8,Returning_Visitor,True,0
3743,0.0,0.0,0.0,0.0,21.0,597.3333332999999,0.09047619,0.121428571,0.0,0.6,May,3,2,1,13,Returning_Visitor,False,0
2176,0.0,0.0,0.0,0.0,1.0,643.0,0.133333333,0.15,0.0,0.0,May,2,2,1,5,Returning_Visitor,False,0
6689,12.0,221.72791669999998,4.0,144.2,136.0,5944.387373,0.011252598999999999,0.031851593,2.045137389,0.0,Oct,2,5,1,1,Returning_Visitor,False,0
3318,3.0,100.0,0.0,0.0,8.0,127.66666670000001,0.0,0.005,0.0,0.0,May,3,2,4,2,Returning_Visitor,False,0
8956,1.0,6.0,0.0,0.0,15.0,762.0,0.0,0.014285714,0.0,0.0,Dec,8,13,9,20,Other,False,0
7432,1.0,139.0,3.0,871.4,137.0,7672.152381,0.00177305,0.011631206000000002,37.72031898,0.0,Oct,2,2,4,2,Returning_Visitor,False,1
2787,0.0,0.0,0.0,0.0,6.0,224.0,0.0,0.016666667,0.0,0.0,May,4,1,3,2,Returning_Visitor,False,0
1196,0.0,0.0,0.0,0.0,77.0,4346.541667,0.003070175,0.023099415,0.0,0.0,Mar,4,1,1,2,Returning_Visitor,False,0
1676,0.0,0.0,1.0,57.0,5.0,454.0,0.0,0.05,0.0,0.0,Mar,2,2,3,6,Returning_Visitor,False,0
3947,1.0,24.5,0.0,0.0,46.0,1525.666667,0.0,0.006382979,107.2170213,0.0,May,2,2,2,4,Returning_Visitor,False,1
7618,1.0,4.0,1.0,0.0,22.0,360.65,0.0,0.01037037,1.453922921,0.0,Oct,2,2,1,2,Returning_Visitor,False,1
4444,3.0,137.56666669999998,2.0,23.0,22.0,739.0666667,0.0,0.024666667000000003,13.67493333,0.0,May,3,6,4,6,Returning_Visitor,False,1
5722,2.0,58.4,0.0,0.0,5.0,303.1,0.0,0.033333333,0.0,0.0,Oct,3,2,3,6,Returning_Visitor,False,1
10443,0.0,0.0,0.0,0.0,8.0,83.5,0.075,0.1,0.0,0.0,Dec,2,2,5,2,Returning_Visitor,False,0
2369,6.0,124.5,5.0,132.8333333,45.0,901.0916667000001,0.004,0.010111110999999999,0.0,0.0,May,2,5,2,2,Returning_Visitor,False,0
4967,8.0,197.66666669999998,0.0,0.0,7.0,88.75,0.013333333000000001,0.06,0.0,1.0,May,3,2,3,2,Returning_Visitor,True,0
2217,4.0,86.0,0.0,0.0,34.0,4656.8003659999995,0.006306305999999999,0.038438438,5.185457275,0.0,May,2,2,1,2,Returning_Visitor,False,0
8148,7.0,131.8333333,0.0,0.0,63.0,2074.611111,0.010793651000000001,0.02000962,0.0,0.0,Dec,3,2,3,10,Returning_Visitor,False,0
3326,4.0,14.0,0.0,0.0,28.0,341.35,0.007142857,0.028571429,0.0,0.0,May,4,1,2,4,Returning_Visitor,False,0
10129,7.0,51.5,0.0,0.0,59.0,1954.7541670000003,0.0,0.003225806,0.0,0.0,Dec,2,2,3,1,Returning_Visitor,False,0
3583,1.0,15.0,0.0,0.0,29.0,1397.5,0.011555556000000002,0.046190475999999994,0.0,0.8,May,2,4,7,3,Returning_Visitor,False,0
12049,0.0,0.0,0.0,0.0,7.0,199.5,0.028571429,0.057142857000000005,56.57877343,0.0,Nov,2,4,1,3,Returning_Visitor,False,1
12112,1.0,10.0,0.0,0.0,30.0,602.5,0.009677419,0.014910393999999999,0.0,0.0,Dec,2,2,2,10,Returning_Visitor,False,0
3619,7.0,278.8333333,2.0,15.0,38.0,2311.090909,0.004651163,0.022868217000000003,4.247372093,0.0,May,2,5,1,3,Returning_Visitor,False,0
6217,2.0,76.6,0.0,0.0,33.0,1932.7166670000001,0.0,0.025196077999999997,0.0,0.0,Aug,2,2,4,13,Returning_Visitor,False,0
2468,7.0,92.5,0.0,0.0,48.0,1681.5238100000001,0.0,0.016993464,53.988,0.0,May,2,2,2,2,Returning_Visitor,False,0
8277,5.0,134.75,3.0,16.0,165.0,6323.853465,0.010654414,0.02804138,3.5128529339999996,0.0,Nov,1,1,1,2,Returning_Visitor,False,1
10425,1.0,6.0,0.0,0.0,6.0,125.0,0.0,0.057142857000000005,0.0,0.0,Dec,2,2,6,1,Returning_Visitor,False,0
5973,1.0,37.2,0.0,0.0,14.0,387.7666667,0.013333333000000001,0.031111111,0.0,0.0,Oct,1,8,3,1,Returning_Visitor,False,0
3667,6.0,299.0,1.0,41.0,36.0,696.4027778,0.0,0.002631579,0.0,0.0,May,2,2,2,4,New_Visitor,True,0
5158,2.0,79.5,2.0,241.0,4.0,43.5,0.05,0.0625,0.0,0.6,May,1,1,8,2,Returning_Visitor,False,0
7594,5.0,38.57777778,2.0,9.0,7.0,584.3777778,0.0,0.064351852,0.0,0.0,Jul,1,1,1,2,Returning_Visitor,True,1
6976,0.0,0.0,0.0,0.0,12.0,1653.6,0.016666667,0.027777778,0.0,0.0,Jul,3,2,4,3,Returning_Visitor,False,0
3423,2.0,39.0,0.0,0.0,9.0,128.0,0.0,0.018181818,0.0,0.0,May,2,2,1,2,New_Visitor,False,0
8199,4.0,171.5,0.0,0.0,75.0,2416.060484,0.007699443,0.036664764,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,1
2409,0.0,0.0,0.0,0.0,11.0,321.9583333,0.0,0.022222222000000003,0.0,0.0,May,3,2,6,5,Returning_Visitor,False,0
3212,0.0,0.0,0.0,0.0,3.0,5.0,0.1,0.166666667,0.0,0.0,May,1,1,3,6,Returning_Visitor,False,0
10550,4.0,88.625,3.0,170.58333330000002,5.0,124.95833329999999,0.0,0.005555556,0.0,0.0,Nov,2,4,7,2,New_Visitor,False,0
5366,0.0,0.0,0.0,0.0,16.0,195.5,0.0125,0.06875,0.0,0.0,May,2,4,3,4,Returning_Visitor,False,0
9180,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,0
6593,9.0,215.5,1.0,12.0,12.0,245.6,0.0,0.0125,0.0,0.0,Oct,2,2,4,5,New_Visitor,False,0
2895,0.0,0.0,0.0,0.0,12.0,197.5,0.0,0.008333333,0.0,0.0,May,2,5,7,1,Returning_Visitor,False,0
10782,0.0,0.0,0.0,0.0,11.0,460.83333330000005,0.027272727000000004,0.025757576,0.0,0.0,Dec,3,2,6,2,Returning_Visitor,True,0
11349,5.0,72.5,0.0,0.0,55.0,936.1333332999999,0.003571429,0.020238095,23.27552205,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
3642,4.0,237.83333330000002,0.0,0.0,66.0,3268.075758,0.005882353000000001,0.029549127,0.0,1.0,May,2,2,7,4,Returning_Visitor,True,0
9095,3.0,116.5,0.0,0.0,15.0,320.25,0.0,0.005882353000000001,0.0,0.0,Dec,1,1,4,6,Returning_Visitor,True,0
10337,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,3,Returning_Visitor,False,0
11944,2.0,50.875,0.0,0.0,32.0,1375.8,0.016129031999999998,0.041935484,0.0,0.0,Nov,3,2,3,6,Returning_Visitor,True,0
11841,1.0,4.0,0.0,0.0,22.0,2706.375,0.0020833329999999997,0.039814815,0.0,0.0,Nov,4,2,1,2,Returning_Visitor,False,0
8548,12.0,1106.389831,9.0,627.4583332999999,125.0,7444.938071,0.007701238000000001,0.022385989,7.201209277,0.0,Nov,3,2,4,2,Returning_Visitor,False,1
12212,0.0,0.0,0.0,0.0,13.0,223.41666669999998,0.0,0.023076923,0.0,0.0,Dec,2,4,1,2,Returning_Visitor,False,0
5451,4.0,85.92857143,0.0,0.0,39.0,681.7619047999999,0.015384615,0.032988166,0.0,0.0,May,1,1,7,3,Returning_Visitor,False,0
7160,15.0,831.6222222,0.0,0.0,23.0,845.2788889000001,0.0,0.011944443999999999,1.533539275,0.0,Nov,2,2,7,20,Returning_Visitor,True,0
7866,2.0,33.2,0.0,0.0,9.0,162.2333333,0.0,0.018181818,0.0,0.0,Sep,2,2,1,5,Returning_Visitor,False,0
2743,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,1,1,3,11,Returning_Visitor,True,0
4958,0.0,0.0,0.0,0.0,31.0,1189.333333,0.0,0.031182796000000002,0.0,0.0,May,2,2,2,4,Returning_Visitor,False,0
6474,14.0,416.2,0.0,0.0,90.0,8024.509197,0.008247423,0.032048254,10.31930868,0.0,Sep,3,2,8,2,Returning_Visitor,False,0
7888,2.0,108.8,0.0,0.0,15.0,542.0,0.0,0.029411765,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,0
492,0.0,0.0,0.0,0.0,16.0,676.75,0.014285714,0.035714286,0.0,0.0,Mar,4,2,1,3,Returning_Visitor,False,0
1116,0.0,0.0,0.0,0.0,2.0,19.0,0.0,0.1,0.0,0.0,Mar,1,1,1,1,Returning_Visitor,False,0
5637,8.0,628.3666667,1.0,0.0,131.0,4044.465674,0.008889185,0.030612404,0.0,0.0,Aug,1,1,3,2,Returning_Visitor,False,0
10820,0.0,0.0,0.0,0.0,12.0,405.1,0.05,0.055555556,0.0,0.0,Nov,3,2,2,13,Returning_Visitor,False,0
12168,3.0,109.0,0.0,0.0,31.0,3116.5,0.0,0.005208333,0.0,0.0,Dec,3,2,1,10,Returning_Visitor,False,1
9139,0.0,0.0,0.0,0.0,3.0,79.5,0.0,0.066666667,0.0,0.0,Dec,4,1,3,2,Returning_Visitor,True,0
10609,0.0,0.0,0.0,0.0,14.0,862.7916667000002,0.014285714,0.02,0.0,0.0,Nov,1,1,1,10,Returning_Visitor,False,0
6589,5.0,31.7,3.0,239.2,3.0,78.5,0.0,0.008333333,0.0,0.0,Sep,2,2,1,5,New_Visitor,False,0
11170,0.0,0.0,0.0,0.0,30.0,953.6666667000002,0.026666667,0.07111111099999999,0.0,0.0,Dec,2,2,2,1,Returning_Visitor,False,0
7557,3.0,72.4,0.0,0.0,3.0,86.6,0.0,0.033333333,0.0,0.0,June,1,1,7,3,Returning_Visitor,True,1
9863,4.0,20.5,1.0,59.0,5.0,83.5,0.0,0.014814815,0.0,0.0,Dec,2,2,9,3,Returning_Visitor,False,0
5241,2.0,261.0,0.0,0.0,6.0,486.0,0.0,0.028571429,0.0,0.6,May,1,2,3,2,Returning_Visitor,False,0
11385,6.0,106.0,0.0,0.0,42.0,1384.197436,0.0,0.004651163,136.937958,0.0,Dec,8,13,9,20,Other,False,1
2783,5.0,205.5,1.0,8.0,37.0,1683.6333329999998,0.0,0.017261905,4.744206349,0.0,May,3,2,8,2,Returning_Visitor,True,0
9084,1.0,22.0,0.0,0.0,29.0,2209.75,0.0,0.035057471,0.0,0.0,Nov,3,2,8,2,Returning_Visitor,False,0
1696,1.0,24.0,0.0,0.0,17.0,498.33333330000005,0.0,0.021052632,76.78667659,0.0,Mar,2,2,6,10,Returning_Visitor,False,1
5685,1.0,53.4,0.0,0.0,18.0,539.5,0.011111111000000002,0.018888889,0.0,0.0,Oct,2,2,3,1,Returning_Visitor,False,0
2295,0.0,0.0,0.0,0.0,2.0,44.0,0.0,0.1,0.0,0.0,May,1,1,8,1,Returning_Visitor,False,0
5939,8.0,760.9,3.0,206.1,36.0,2400.667778,0.008527132,0.02372093,0.0,0.0,Nov,1,2,7,2,Returning_Visitor,False,0
7763,15.0,266.25,0.0,0.0,172.0,4098.699853,0.003314917,0.016214742,2.90865324,0.0,Nov,2,2,7,2,Returning_Visitor,False,0
3313,1.0,5.0,2.0,134.0,101.0,5459.967105,0.038654646,0.064680923,0.0,0.2,May,1,1,1,6,Returning_Visitor,False,0
4781,4.0,88.62857143,0.0,0.0,39.0,659.9357143,0.0,0.0195595,0.0,0.0,May,2,2,3,1,Returning_Visitor,False,0
8350,0.0,0.0,0.0,0.0,32.0,749.25,0.0,0.00625,0.0,0.0,Dec,2,2,3,8,New_Visitor,False,0
9191,1.0,4.0,0.0,0.0,30.0,1409.53355,0.0,0.027999999999999997,0.0,0.0,Nov,3,2,3,2,Returning_Visitor,True,0
7605,0.0,0.0,0.0,0.0,67.0,771.4133333,0.0,0.004205128,0.0,0.0,Aug,1,8,9,1,Returning_Visitor,False,0
215,2.0,123.0,2.0,306.3333333,18.0,483.83333330000005,0.0,0.02,0.0,0.0,Mar,2,2,4,1,Returning_Visitor,False,0
6707,4.0,391.3,0.0,0.0,24.0,1015.3,0.0,0.004166667,61.91792063,0.0,Aug,2,2,3,2,New_Visitor,False,1
10155,2.0,53.5,0.0,0.0,13.0,287.3333333,0.0,0.013333333000000001,0.0,0.0,Nov,2,2,1,6,New_Visitor,True,0
8682,0.0,0.0,0.0,0.0,96.0,2857.712454,0.0023936170000000002,0.019742908,0.0,0.0,Nov,3,2,1,6,Returning_Visitor,True,0
11817,1.0,29.25,1.0,0.0,3.0,67.66666667,0.0,0.04,0.0,0.0,Dec,8,13,9,20,Other,False,0
3483,0.0,0.0,0.0,0.0,3.0,105.25,0.0,0.04444444400000001,0.0,0.0,May,3,2,8,4,Returning_Visitor,True,0
7006,3.0,59.5,0.0,0.0,3.0,47.2,0.033333333,0.05,0.0,0.0,Aug,1,1,1,4,New_Visitor,False,0
5102,9.0,363.875,0.0,0.0,29.0,2351.05,0.005555556,0.015762787,0.0,0.0,May,2,4,1,1,Returning_Visitor,False,0
6599,2.0,22.2,0.0,0.0,10.0,163.9,0.0,0.018181818,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
3764,4.0,318.6666667,0.0,0.0,32.0,1205.583333,0.006451613,0.010752688,37.60935484,0.0,May,2,2,1,2,Returning_Visitor,True,0
12153,0.0,0.0,0.0,0.0,7.0,278.75,0.028571429,0.042857143,0.0,0.0,Dec,3,2,1,20,New_Visitor,False,0
6410,1.0,10.0,0.0,0.0,23.0,271.5785714,0.0,0.008333333,0.0,0.0,Aug,2,2,4,1,Returning_Visitor,False,0
9349,0.0,0.0,0.0,0.0,40.0,1542.35,0.0,0.031666667,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,True,1
25,0.0,0.0,0.0,0.0,5.0,156.0,0.0,0.04,0.0,0.0,Feb,1,1,9,3,Returning_Visitor,False,0
7659,0.0,0.0,0.0,0.0,15.0,176.5,0.04,0.12,0.0,0.0,Jul,2,2,1,3,Returning_Visitor,False,0
10741,0.0,0.0,0.0,0.0,13.0,541.9166667000001,0.0,0.015384615,26.09995422,0.0,Dec,2,4,1,2,New_Visitor,False,1
11747,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,3,3,Returning_Visitor,False,0
10621,14.0,321.2666667,4.0,230.0,39.0,2310.083333,0.005769231,0.02702758,27.03298037,0.0,Nov,1,1,1,2,Returning_Visitor,False,0
6683,1.0,8.0,0.0,0.0,22.0,699.2671429,0.028571429,0.037698413,10.79250883,0.0,Jul,3,2,1,1,Returning_Visitor,False,1
10137,11.0,570.25,0.0,0.0,39.0,1728.25,0.006666666999999999,0.019777778,22.42576795,0.0,Nov,2,2,1,2,Returning_Visitor,False,1
8584,6.0,507.0,2.0,36.25,11.0,431.0,0.0,0.013333333000000001,0.0,0.0,Dec,3,2,2,2,Returning_Visitor,False,0
11098,3.0,45.5,0.0,0.0,13.0,661.9166667000001,0.0,0.025,0.0,0.0,Nov,2,2,1,2,New_Visitor,False,0
10592,3.0,65.5,3.0,60.0,30.0,1383.375,0.014141414,0.039393938999999996,43.20756866,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
11895,0.0,0.0,0.0,0.0,112.0,2218.717208,0.000223214,0.018229167,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
10207,0.0,0.0,1.0,59.5,37.0,925.6666667000002,0.0,0.007894736999999999,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,True,0
1102,10.0,231.0,1.0,8.0,104.0,3486.6904759999998,0.0033018870000000003,0.013104972,0.0,0.0,Mar,2,10,1,1,Returning_Visitor,True,0
3276,1.0,27.0,0.0,0.0,15.0,1486.666667,0.0,0.013809523999999998,0.0,0.0,May,1,1,1,1,Returning_Visitor,True,0
5345,1.0,2.0,0.0,0.0,118.0,4541.925,0.013114754,0.031399948,0.0,0.4,May,2,2,1,20,Returning_Visitor,False,0
11177,0.0,0.0,0.0,0.0,12.0,544.0,0.0,0.016666667,0.0,0.0,Nov,2,2,2,1,Returning_Visitor,False,0
10840,0.0,0.0,0.0,0.0,3.0,119.0,0.0,0.066666667,0.0,0.0,Nov,1,1,2,10,Returning_Visitor,False,0
8386,1.0,28.25,0.0,0.0,30.0,1862.3333329999998,0.0,0.026436782000000002,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,0
8960,0.0,0.0,0.0,0.0,16.0,306.5,0.0,0.015625,0.0,0.0,Dec,1,1,4,2,Returning_Visitor,True,0
12320,0.0,0.0,0.0,0.0,8.0,143.58333330000002,0.014285714,0.05,0.0,0.0,Nov,2,2,3,1,Returning_Visitor,False,0
2207,0.0,0.0,0.0,0.0,9.0,2081.0,0.04444444400000001,0.1,0.0,0.0,May,2,5,2,1,Returning_Visitor,False,0
4552,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.0,May,2,2,2,3,Returning_Visitor,False,0
4402,0.0,0.0,0.0,0.0,17.0,392.1666667,0.011764706000000002,0.023529412000000003,0.0,0.2,May,1,1,1,1,Returning_Visitor,False,0
7395,4.0,71.2,0.0,0.0,6.0,178.8,0.0,0.014814815,0.0,0.0,Aug,1,1,1,5,New_Visitor,False,0
3718,3.0,67.0,0.0,0.0,7.0,274.25,0.0125,0.035,0.0,0.0,May,3,2,1,1,Returning_Visitor,False,0
972,4.0,175.0,0.0,0.0,15.0,270.5,0.0,0.006666666999999999,0.0,0.0,Mar,1,1,7,2,Returning_Visitor,False,0
4579,0.0,0.0,3.0,26.0,21.0,405.3333333,0.0,0.026086957,0.0,0.0,May,2,2,6,4,Returning_Visitor,False,0
6516,0.0,0.0,0.0,0.0,16.0,161.15,0.1,0.125,0.0,0.0,Aug,3,2,3,13,Returning_Visitor,False,0
719,1.0,202.0,0.0,0.0,2.0,8.0,0.0,0.066666667,0.0,0.0,Mar,2,2,8,6,New_Visitor,False,0
6155,3.0,39.2,0.0,0.0,12.0,209.0,0.0,0.02,0.0,0.0,Sep,2,5,6,2,Returning_Visitor,False,0
11624,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,3,2,1,1,Returning_Visitor,False,0
2803,0.0,0.0,0.0,0.0,14.0,342.5,0.0,0.021428571,0.0,0.0,May,2,2,8,4,Returning_Visitor,False,0
2566,8.0,359.0,1.0,16.0,19.0,497.66666669999995,0.007692308,0.023076923,0.0,0.0,May,2,4,7,1,Returning_Visitor,False,0
4025,3.0,91.5,0.0,0.0,36.0,1266.5,0.038888888999999996,0.052777778,0.0,0.4,May,2,2,1,2,Returning_Visitor,False,0
6198,0.0,0.0,0.0,0.0,12.0,223.8,0.027777778,0.017777778,0.0,0.0,Jul,1,1,2,4,Returning_Visitor,True,0
8224,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,1,1,1,3,Returning_Visitor,False,0
10883,1.0,104.0,0.0,0.0,5.0,152.5,0.028571429,0.057142857000000005,64.95645099,0.0,Dec,2,13,9,20,Returning_Visitor,False,1
4063,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.1,0.0,0.0,May,2,2,1,3,Returning_Visitor,False,0
2792,0.0,0.0,0.0,0.0,38.0,1035.935714,0.037894737000000005,0.05272284,0.0,0.2,May,1,1,1,1,Returning_Visitor,False,0
2222,0.0,0.0,0.0,0.0,16.0,748.4,0.014285714,0.035714286,43.19228571,0.0,May,2,2,3,4,Returning_Visitor,False,0
5818,7.0,123.2,0.0,0.0,16.0,283.7214286,0.014473683999999999,0.022222222000000003,0.0,0.0,Jul,3,2,3,13,Returning_Visitor,False,0
3866,3.0,52.0,0.0,0.0,13.0,295.6666667,0.014285714,0.042857143,0.0,0.2,May,3,2,1,13,Returning_Visitor,False,0
8931,0.0,0.0,0.0,0.0,28.0,859.3333332999998,0.0,0.0074074069999999995,17.50632106,0.0,Nov,4,1,6,2,New_Visitor,False,1
10676,0.0,0.0,0.0,0.0,10.0,199.66666669999998,0.01,0.045,0.0,0.0,Nov,3,2,4,3,Returning_Visitor,False,0
3227,10.0,1751.0476190000002,3.0,69.0,22.0,1552.547619,0.01372549,0.07049019599999999,4.279294118,0.0,May,2,4,2,3,Returning_Visitor,False,0
4214,0.0,0.0,0.0,0.0,7.0,701.0,0.0,0.057142857000000005,0.0,0.8,May,2,5,1,4,Returning_Visitor,False,0
3923,6.0,40.66666667,0.0,0.0,49.0,783.45,0.0,0.007692308,4.272807692,0.0,May,2,2,1,2,Returning_Visitor,True,0
9211,2.0,90.0,1.0,47.5,40.0,1186.141667,0.0,0.013821138,0.0,0.0,Nov,2,10,3,2,Returning_Visitor,False,0
1401,1.0,17.5,0.0,0.0,8.0,163.0,0.0,0.011111111000000002,0.0,0.0,Mar,3,2,1,2,New_Visitor,True,0
7703,7.0,199.83333330000002,0.0,0.0,27.0,669.9333333,0.0,0.0,0.0,0.0,Aug,2,5,1,2,New_Visitor,True,0
4979,0.0,0.0,0.0,0.0,7.0,180.0,0.0,0.00952381,0.0,0.0,May,2,2,6,1,Returning_Visitor,False,0
3253,0.0,0.0,1.0,1.0,93.0,4324.737072999999,0.021112782000000004,0.034077382999999996,0.0,1.0,May,3,2,1,5,Returning_Visitor,True,0
10634,0.0,0.0,0.0,0.0,4.0,28.0,0.05,0.075,0.0,0.0,Nov,2,2,3,3,Returning_Visitor,False,0
2661,0.0,0.0,0.0,0.0,2.0,83.0,0.0,0.05,0.0,0.6,May,1,2,2,4,New_Visitor,False,0
2158,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.1,0.0,0.8,May,1,1,1,3,Returning_Visitor,False,0
8578,0.0,0.0,0.0,0.0,18.0,2335.125,0.0,0.033333333,0.0,0.0,Nov,2,2,1,3,Returning_Visitor,False,0
8088,4.0,75.75,0.0,0.0,71.0,3534.298611,0.00890411,0.023832104,0.0,0.0,Nov,2,2,1,2,Returning_Visitor,False,0
674,5.0,504.0,0.0,0.0,13.0,922.0833332999998,0.023529412000000003,0.023529412000000003,0.0,0.0,Mar,3,2,8,2,Returning_Visitor,False,0
9386,2.0,30.75,0.0,0.0,150.0,4760.778303,0.01212528,0.019068861,0.0,0.0,Nov,3,2,8,13,Returning_Visitor,False,0
7011,7.0,398.0,0.0,0.0,27.0,770.3133333,0.006060606,0.03030303,10.05190252,0.0,Oct,1,8,3,3,Returning_Visitor,False,1
9066,0.0,0.0,4.0,115.8,95.0,2500.128052,0.005342080999999999,0.011832634,0.0,0.0,Nov,1,1,3,2,Returning_Visitor,False,0
3841,0.0,0.0,0.0,0.0,8.0,65.0,0.025,0.05,0.0,0.0,May,2,2,4,13,Returning_Visitor,True,0
1815,2.0,10.0,2.0,451.5,27.0,1686.9666670000001,0.006451613,0.023502303999999998,7.964649501,0.0,Mar,2,6,7,2,Returning_Visitor,False,0
10258,2.0,56.5,0.0,0.0,12.0,544.8333332999999,0.0,0.007142857,31.38886179,0.0,Dec,1,2,1,2,Other,True,0
12129,6.0,141.91666669999998,2.0,1060.75,136.0,8777.613879,0.007159986,0.016360941,21.3825758,0.0,Dec,3,2,1,2,Returning_Visitor,False,1
2100,0.0,0.0,0.0,0.0,13.0,152.25,0.030769231,0.025641026,0.0,0.0,May,1,2,5,2,Returning_Visitor,False,0
10856,3.0,34.0,3.0,66.0,20.0,374.4166667,0.033333333,0.076086957,0.0,0.0,Dec,3,2,1,13,Returning_Visitor,False,0
6708,6.0,73.3,1.0,0.0,120.0,2872.719031,0.000226757,0.011948853999999998,5.915342917,0.0,Aug,2,2,2,1,Returning_Visitor,False,0
1673,0.0,0.0,0.0,0.0,10.0,206.5,0.0,0.02,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
4213,2.0,173.0,0.0,0.0,7.0,224.0,0.066666667,0.111111111,0.0,0.0,May,3,2,8,2,Returning_Visitor,False,0
8978,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.0,0.0,Nov,2,2,1,1,Returning_Visitor,False,0
1548,6.0,77.33333333,1.0,52.33333333,6.0,126.66666670000001,0.0,0.016666667,0.0,0.0,Mar,1,1,1,2,Returning_Visitor,False,0
11675,0.0,0.0,0.0,0.0,29.0,1237.0,0.033333333,0.039761905,0.0,0.0,Nov,3,2,1,13,Returning_Visitor,False,0
8547,5.0,135.25,0.0,0.0,26.0,794.9928571,0.0074074069999999995,0.026419752999999997,33.44471217,0.0,Dec,1,1,1,2,Returning_Visitor,False,0
5184,0.0,0.0,2.0,33.0,21.0,1277.833333,0.008695652,0.036956522,0.0,0.0,May,2,2,7,6,Returning_Visitor,True,0
1461,5.0,108.2,0.0,0.0,37.0,1288.533333,0.005263158,0.028070175,0.0,0.0,Mar,2,2,1,1,Returning_Visitor,False,0
11568,0.0,0.0,0.0,0.0,16.0,242.75,0.0,0.004910714,0.0,0.0,Nov,1,8,2,11,Returning_Visitor,True,0
3220,6.0,111.0,0.0,0.0,13.0,522.0,0.0,0.011111111000000002,36.65444444,0.0,May,2,2,2,2,New_Visitor,False,1
11283,3.0,16.0,0.0,0.0,29.0,423.16666669999995,0.010344828,0.029885057000000003,0.0,0.0,Dec,3,2,6,1,Returning_Visitor,True,0
7170,2.0,20.2,0.0,0.0,27.0,2129.8,0.012903226,0.051612902999999995,6.476760366000001,0.0,Sep,2,6,3,3,Returning_Visitor,False,1
7430,1.0,17.6,0.0,0.0,12.0,1192.866667,0.0,0.019230768999999998,0.0,0.0,Sep,2,2,1,3,Returning_Visitor,False,0
1751,7.0,156.0,0.0,0.0,60.0,2126.461941,0.00808768,0.017066636,0.0,0.0,Mar,3,2,4,2,Returning_Visitor,False,0
3976,8.0,259.8333333,0.0,0.0,26.0,535.4666666999999,0.0,0.011494253000000001,0.0,0.0,May,2,2,4,4,Returning_Visitor,False,0
8353,0.0,0.0,0.0,0.0,9.0,1397.666667,0.022222222000000003,0.027777778,0.0,0.0,Nov,3,2,4,2,Returning_Visitor,False,0
1772,0.0,0.0,0.0,0.0,14.0,494.0,0.0,0.042857143,0.0,0.0,Mar,4,1,1,3,Returning_Visitor,False,0
2016,4.0,50.5,3.0,54.0,41.0,1490.552778,0.0,0.006589146999999999,0.0,0.0,Mar,2,2,1,2,Returning_Visitor,False,0
2005,0.0,0.0,0.0,0.0,7.0,87.71428571,0.042857143,0.089285714,0.0,0.0,Mar,3,2,1,3,Returning_Visitor,False,0
3893,0.0,0.0,0.0,0.0,4.0,137.0,0.0,0.075,0.0,0.0,May,4,1,3,3,Returning_Visitor,True,0
3237,1.0,260.0,0.0,0.0,11.0,198.16666669999998,0.0,0.008333333,0.0,0.0,May,2,2,9,2,New_Visitor,False,0
